ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET NUMBER,ADDRESS STREET SUFFIX,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",CURRENT ACTIVITY,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS BUILDING OPEN OR BOARDED?,IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS THE BUILDING VACANT DUE TO FIRE?,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,SSA,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,address,community_area,complete_date,create_date,lat,loc,long,police_district,sanitation_violation,srn,status,type_service,ward,x_coord,y_coord,zip,community,time_to_complete,FIPS
,,,,,,,,,,,,,,,,,518 E 77TH ST,69.0,2017-01-13,2017-01-10,41.754819329730815,"(41.75481932973081, -87.61188749512546)",-87.61188749512544,6.0,Dumpster not being emptied,17-00170594,Completed,Sanitation Code Violation,6.0,1181099.73308258,1854072.46422591,60619.0,GREATER GRAND CROSSING,3.0,170316914004
,,,,,,,,,,,,,,,,,6500 S STATE ST,69.0,2017-01-20,2017-01-17,41.77642821335983,"(41.77642821335983, -87.6252227132104)",-87.6252227132104,3.0,Other,17-00300328,Completed,Sanitation Code Violation,20.0,1177396.31410732,1861916.34012891,60637.0,GREATER GRAND CROSSING,3.0,170318425001
,,,,,,,,,,,,,,,,,7800 S PRAIRIE AVE,69.0,2017-01-26,2017-01-19,41.75288464393446,"(41.75288464393446, -87.61819640305521)",-87.61819640305521,6.0,Dumpster not being emptied,17-00334436,Completed,Sanitation Code Violation,6.0,1179384.16892206,1853353.10901324,60619.0,GREATER GRAND CROSSING,7.0,170316913002
,,,,,,,,,,,,,,,,,131 E 69TH ST,69.0,2017-01-26,2017-01-19,41.769225940389425,"(41.76922594038943, -87.62129590930628)",-87.62129590930628,3.0,Garbage in yard,17-00342241,Completed,Sanitation Code Violation,6.0,1178489.13550201,1859300.72939114,60637.0,GREATER GRAND CROSSING,7.0,170316904003
,,,,,,,,,,,,,,,,,7218 S INDIANA AVE,69.0,2017-01-31,2017-01-22,41.76345891517288,"(41.763458915172876, -87.62003547447502)",-87.62003547447502,3.0,Other,17-00390286,Completed,Sanitation Code Violation,6.0,1178850.40308236,1857202.11957046,60619.0,GREATER GRAND CROSSING,9.0,170316910004
,,,,,,,,,,,,,,,,,7628 S EBERHART AVE,69.0,2017-01-31,2017-01-23,41.75611189992664,"(41.75611189992663, -87.61262065335266)",-87.61262065335266,6.0,Construction Site Cleanliness/Fence,17-00406181,Completed,Sanitation Code Violation,6.0,1180895.74061644,1854541.7892152,60619.0,GREATER GRAND CROSSING,8.0,170316914005
,,,,,,,,,,,,,,,,,7330 S CHAMPLAIN AVE,69.0,2017-01-31,2017-01-23,41.761614940077436,"(41.761614940077436, -87.6091247329893)",-87.60912473298929,3.0,Garbage in alley,17-00418427,Completed,Sanitation Code Violation,6.0,1181832.72347367,1856555.06231693,60619.0,GREATER GRAND CROSSING,8.0,170316909003
,,,,,,,,,,,,,,,,,7011 S KIMBARK AVE,69.0,2017-02-02,2017-01-24,41.767611842628654,"(41.76761184262865, -87.5940579623822)",-87.59405796238221,3.0,Garbage in alley,17-00431390,Completed - Dup,Sanitation Code Violation,5.0,1185924.57046827,1858775.25487993,60637.0,GREATER GRAND CROSSING,9.0,170318418002
,,,,,,,,,,,,,,,,,7011 S KIMBARK AVE,69.0,2017-02-02,2017-01-24,41.767611842628654,"(41.76761184262865, -87.5940579623822)",-87.59405796238221,3.0,Other,17-00431290,Completed,Sanitation Code Violation,5.0,1185924.57046827,1858775.25487993,60637.0,GREATER GRAND CROSSING,9.0,170318418002
,,,,,,,,,,,,,,,,,7643 S DREXEL AVE,69.0,2017-02-10,2017-01-24,41.75599415987182,"(41.75599415987182, -87.60287149059286)",-87.60287149059286,6.0,Garbage in alley,17-00429097,Completed,Sanitation Code Violation,8.0,1183556.17076708,1854521.32100926,60619.0,GREATER GRAND CROSSING,17.0,170316915001
,,,,,,,,,,,,,,,,,7628 S EGGLESTON AVE,69.0,2017-02-06,2017-01-25,41.755719279971686,"(41.75571927997169, -87.63564292433854)",-87.63564292433855,6.0,Garbage in yard,17-00450499,Completed,Sanitation Code Violation,17.0,1174615.26072856,1854346.93838806,60620.0,GREATER GRAND CROSSING,12.0,170316912001
,,,,,,,,,,,,,,,,,6300 S STATE ST,69.0,2017-01-29,2017-01-26,41.78005828631546,"(41.78005828631545, -87.62537484950253)",-87.6253748495025,3.0,Other,17-00469203,Completed,Sanitation Code Violation,20.0,1177343.92668908,1863238.77120169,60637.0,GREATER GRAND CROSSING,3.0,170314008002
,,,,,,,,,,,,,,,,,331 W 76TH ST,69.0,2017-02-06,2017-01-26,41.75627711661821,"(41.7562771166182, -87.6329555295865)",-87.63295552958652,6.0,Other,17-00479959,Completed,Sanitation Code Violation,17.0,1175346.86741199,1854556.16729347,60620.0,GREATER GRAND CROSSING,11.0,170316912001
,,,,,,,,,,,,,,,,,7334 S LANGLEY AVE,69.0,2017-02-01,2017-01-27,41.76156073902669,"(41.761560739026685, -87.60791260174915)",-87.60791260174915,3.0,Other,17-00491728,Completed,Sanitation Code Violation,6.0,1182163.5926209,1856538.09840002,60619.0,GREATER GRAND CROSSING,5.0,170316909002
,,,,,,,,,,,,,,,,,6815 S WABASH AVE,69.0,2017-02-03,2017-01-28,41.770727366504545,"(41.770727366504545, -87.62343782064849)",-87.62343782064848,3.0,Garbage in alley,17-00516157,Completed,Sanitation Code Violation,6.0,1177900.31692288,1859843.00762346,60637.0,GREATER GRAND CROSSING,6.0,170316904004
,,,,,,,,,,,,,,,,,7837 S LANGLEY AVE,69.0,2017-02-01,2017-01-30,41.75238534747489,"(41.75238534747488, -87.6076861113296)",-87.6076861113296,6.0,Garbage in yard,17-00544932,Completed,Sanitation Code Violation,6.0,1182253.58718405,1853195.1829913,60619.0,GREATER GRAND CROSSING,2.0,170316914002
,,,,,,,,,,,,,,,,,7160 S VINCENNES AVE,69.0,2017-02-01,2017-01-30,41.764242451800506,"(41.764242451800506, -87.6284952784305)",-87.6284952784305,7.0,Garbage in alley,17-00547337,Completed,Sanitation Code Violation,6.0,1176540.06439111,1857468.60857754,60621.0,GREATER GRAND CROSSING,2.0,170316911004
,,,,,,,,,,,,,,,,,7602 S STATE ST,69.0,2017-02-01,2017-01-30,41.75636935915411,"(41.756369359154114, -87.62472260006832)",-87.62472260006832,6.0,Garbage in yard,17-00549131,Completed,Sanitation Code Violation,6.0,1177592.94417274,1854608.17492551,60619.0,GREATER GRAND CROSSING,2.0,170316912002
,,,,,,,,,,,,,,,,,7700 S STATE ST,69.0,2017-02-17,2017-01-30,41.75459384734077,"(41.75459384734077, -87.6246441605597)",-87.62464416055971,6.0,Garbage in yard,17-00549140,Completed,Sanitation Code Violation,6.0,1177619.67590613,1853961.36988111,60619.0,GREATER GRAND CROSSING,18.0,170316912002
,,,,,,,,,,,,,,,,,7011 S KIMBARK AVE,69.0,2017-02-02,2017-01-31,41.767611842628654,"(41.76761184262865, -87.5940579623822)",-87.59405796238221,3.0,Garbage in yard,17-00573459,Completed,Sanitation Code Violation,5.0,1185924.57046827,1858775.25487993,60637.0,GREATER GRAND CROSSING,2.0,170318418002
,,,,,,,,,,,,,,,,,7335 S MICHIGAN AVE,69.0,2017-02-09,2017-01-31,41.76129229321101,"(41.76129229321101, -87.62159819679371)",-87.62159819679371,3.0,Dumpster not being emptied,17-00568441,Completed,Sanitation Code Violation,6.0,1178430.59437936,1856409.08850379,60619.0,GREATER GRAND CROSSING,9.0,170316910003
,,,,,,,,,,,,,,,,,705 E 78TH ST,69.0,2017-02-17,2017-02-01,41.7530700232877,"(41.753070023287705, -87.60750798473482)",-87.60750798473482,6.0,Garbage in alley,17-00588188,Completed,Sanitation Code Violation,6.0,1182300.08718405,1853445.0829913,60619.0,GREATER GRAND CROSSING,16.0,170316914002
,,,,,,,,,,,,,,,,,7158 S VINCENNES AVE,69.0,2017-02-17,2017-02-03,41.76427391915903,"(41.76427391915903, -87.62848027213029)",-87.6284802721303,7.0,Dumpster not being emptied,17-00626269,Completed,Sanitation Code Violation,6.0,1176544.06439111,1857480.10857754,60621.0,GREATER GRAND CROSSING,14.0,170316911004
,,,,,,,,,,,,,,,,,7530 S MARYLAND AVE,69.0,2017-03-07,2017-02-04,41.75804444502259,"(41.75804444502259, -87.60413290474193)",-87.60413290474193,6.0,Overflowing carts,17-00643933,Completed,Sanitation Code Violation,8.0,1183205.65969234,1855265.50817712,60619.0,GREATER GRAND CROSSING,31.0,170316915001
,,,,,,,,,,,,,,,,,6940 S DR MARTIN LUTHER KING JR DR,69.0,2017-02-17,2017-02-06,41.76860678137512,"(41.76860678137512, -87.61533517588595)",-87.61533517588595,3.0,Garbage in alley,17-00671482,Completed,Sanitation Code Violation,6.0,1180117.07760927,1859088.63059068,60637.0,GREATER GRAND CROSSING,11.0,170316904002
,,,,,,,,,,,,,,,,,7055 S YALE AVE,69.0,2017-02-17,2017-02-08,41.76622404237761,"(41.76622404237761, -87.63102165708473)",-87.63102165708473,7.0,Dog feces in yard,17-00707114,Completed,Sanitation Code Violation,6.0,1175844.93187162,1858185.04673249,60621.0,GREATER GRAND CROSSING,9.0,170316903002
,,,,,,,,,,,,,,,,,7113 S UNIVERSITY AVE,69.0,2017-02-21,2017-02-08,41.76565695824157,"(41.76565695824156, -87.59705709009087)",-87.59705709009087,3.0,Garbage in alley,17-00703648,Completed,Sanitation Code Violation,5.0,1185112.50001306,1858055.89181587,60619.0,GREATER GRAND CROSSING,13.0,170318418002
,,,,,,,,,,,,,,,,,7620 S PARNELL AVE,69.0,2017-03-03,2017-02-08,41.75580308159167,"(41.755803081591665, -87.6384388854903)",-87.6384388854903,6.0,Overflowing carts,17-00704025,Completed,Sanitation Code Violation,17.0,1173852.13003072,1854371.30057442,60620.0,GREATER GRAND CROSSING,23.0,170316912001
,,,,,,,,,,,,,,,,,432 E 75TH ST,69.0,2017-02-17,2017-02-09,41.758431372130964,"(41.758431372130964, -87.61388180051378)",-87.61388180051378,3.0,Dumpster not being emptied,17-00730551,Completed,Sanitation Code Violation,6.0,1180544.56742682,1855384.1053663,60619.0,GREATER GRAND CROSSING,8.0,170316909005
,,,,,,,,,,,,,,,,,440 E 75TH ST,69.0,2017-02-17,2017-02-09,41.7584337630574,"(41.7584337630574, -87.61373773377841)",-87.61373773377841,3.0,Garbage in yard,17-00732143,Completed,Sanitation Code Violation,6.0,1180583.86742682,1855385.3053663003,60619.0,GREATER GRAND CROSSING,8.0,170316909005
,,,,,,,,,,,,,,,,,7100 S RHODES AVE,69.0,2017-02-17,2017-02-10,41.76577309670578,"(41.76577309670577, -87.61163620896558)",-87.61163620896559,3.0,Other,17-00740459,Completed,Sanitation Code Violation,6.0,1181134.81137317,1858064.5030261,60619.0,GREATER GRAND CROSSING,7.0,170316905001
,,,,,,,,,,,,,,,,,110 E 79TH ST,69.0,2017-02-17,2017-02-12,41.75101013582903,"(41.75101013582903, -87.62122207829687)",-87.62122207829687,6.0,Overflowing carts,17-00784325,Completed,Sanitation Code Violation,6.0,1178564.22369523,1852663.20668589,60619.0,GREATER GRAND CROSSING,5.0,170316913002
,,,,,,,,,,,,,,,,,6755 S PRAIRIE AVE,69.0,2017-02-20,2017-02-13,41.77190191067909,"(41.771901910679084, -87.61864446697476)",-87.61864446697477,3.0,Other,17-00799541,Completed,Sanitation Code Violation,20.0,1179204.33297742,1860281.83193121,60637.0,GREATER GRAND CROSSING,7.0,170316904001
,,,,,,,,,,,,,,,,,6700 S INDIANA AVE,69.0,2017-02-24,2017-02-14,41.77288080395448,"(41.77288080395448, -87.62029198688037)",-87.62029198688037,3.0,Construction Site Cleanliness/Fence,17-00820646,Completed,Sanitation Code Violation,6.0,1178751.95899463,1860634.80301719,60637.0,GREATER GRAND CROSSING,10.0,170316904001
,,,,,,,,,,,,,,,,,410 W 79TH ST,69.0,2017-03-07,2017-02-15,41.75077655813685,"(41.75077655813686, -87.63465855045683)",-87.63465855045683,6.0,Garbage in yard,17-00840739,Completed,Sanitation Code Violation,17.0,1174898.47552741,1852548.03362777,60620.0,GREATER GRAND CROSSING,20.0,170316912003
,,,,,,,,,,,,,,,,,7626 S RHODES AVE,69.0,2017-02-17,2017-02-16,41.75616980501519,"(41.75616980501519, -87.61141208662379)",-87.6114120866238,6.0,Construction Site Cleanliness/Fence,17-00857854,Completed,Sanitation Code Violation,6.0,1181225.32179493,1854565.65419199,60619.0,GREATER GRAND CROSSING,1.0,170316914004
,,,,,,,,,,,,,,,,,7342 S UNIVERSITY AVE,69.0,2017-02-22,2017-02-17,41.76154743577492,"(41.76154743577492, -87.59695611825053)",-87.59695611825052,3.0,Garbage in yard,17-00895311,Completed,Sanitation Code Violation,5.0,1185152.86578358,1856558.64960145,60619.0,GREATER GRAND CROSSING,5.0,170318418001
,,,,,,,,,,,,,,,,,7649 S STATE ST,69.0,2017-02-24,2017-02-17,41.75532759521301,"(41.755327595213004, -87.62468925253609)",-87.62468925253609,6.0,Other,17-00893831,Completed - Dup,Sanitation Code Violation,6.0,1177605.16991613,1854228.63996707,60619.0,GREATER GRAND CROSSING,7.0,170316912002
,,,,,,,,,,,,,,,,,7601 S STATE ST,69.0,2017-02-24,2017-02-17,41.75640339295883,"(41.75640339295883, -87.62472332519457)",-87.62472332519457,6.0,Garbage in alley,17-00893754,Completed,Sanitation Code Violation,6.0,1177592.64417274,1854620.57492551,60619.0,GREATER GRAND CROSSING,7.0,170316912002
,,,,,,,,,,,,,,,,,7649 S STATE ST,69.0,2017-02-24,2017-02-17,41.75532759521301,"(41.755327595213004, -87.62468925253609)",-87.62468925253609,6.0,Garbage in alley,17-00893761,Completed,Sanitation Code Violation,6.0,1177605.16991613,1854228.63996707,60619.0,GREATER GRAND CROSSING,7.0,170316912002
,,,,,,,,,,,,,,,,,7701 S STATE ST,69.0,2017-02-24,2017-02-17,41.75457545724504,"(41.75457545724504, -87.62464362988104)",-87.62464362988104,6.0,Garbage in alley,17-00893770,Completed,Sanitation Code Violation,6.0,1177619.87590613,1853954.66988111,60619.0,GREATER GRAND CROSSING,7.0,170316912002
,,,,,,,,,,,,,,,,,7028 S RHODES AVE,69.0,2017-02-27,2017-02-20,41.767075300765384,"(41.767075300765384, -87.6116685767219)",-87.6116685767219,3.0,Other,17-00956426,Completed,Sanitation Code Violation,6.0,1181121.99987279,1858538.94202156,60637.0,GREATER GRAND CROSSING,7.0,170316905001
,,,,,,,,,,,,,,,,,7825 S MICHIGAN AVE,69.0,2017-02-27,2017-02-20,41.752368584179116,"(41.752368584179116, -87.62141447050925)",-87.62141447050924,6.0,Garbage in yard,17-00962492,Completed,Sanitation Code Violation,6.0,1178507.62927305,1853157.77892707,60619.0,GREATER GRAND CROSSING,7.0,170316913002
,,,,,,,,,,,,,,,,,7820 S MICHIGAN AVE,69.0,2017-02-27,2017-02-20,41.752460530188976,"(41.752460530188976, -87.62141638633749)",-87.62141638633749,6.0,Garbage in yard,17-00972001,Completed,Sanitation Code Violation,6.0,1178506.82927305,1853191.27892707,60619.0,GREATER GRAND CROSSING,7.0,170316913002
,,,,,,,,,,,,,,,,,7701 S STATE ST,69.0,2017-03-03,2017-02-21,41.75457545724504,"(41.75457545724504, -87.62464362988104)",-87.62464362988104,6.0,Garbage in alley,17-00988930,Completed,Sanitation Code Violation,6.0,1177619.87590613,1853954.66988111,60619.0,GREATER GRAND CROSSING,10.0,170316912002
,,,,,,,,,,,,,,,,,7649 S STATE ST,69.0,2017-03-03,2017-02-21,41.75532759521301,"(41.755327595213004, -87.62468925253609)",-87.62468925253609,6.0,Garbage in alley,17-00988936,Completed,Sanitation Code Violation,6.0,1177605.16991613,1854228.63996707,60619.0,GREATER GRAND CROSSING,10.0,170316912002
,,,,,,,,,,,,,,,,,7601 S STATE ST,69.0,2017-03-03,2017-02-21,41.75640339295883,"(41.75640339295883, -87.62472332519457)",-87.62472332519457,6.0,Garbage in yard,17-00988980,Completed,Sanitation Code Violation,6.0,1177592.64417274,1854620.57492551,60619.0,GREATER GRAND CROSSING,10.0,170316912002
,,,,,,,,,,,,,,,,,57 W 68TH ST,69.0,2017-03-09,2017-02-21,41.77091742330382,"(41.77091742330382, -87.62691625734378)",-87.6269162573438,7.0,Garbage in alley,17-00986143,Completed,Sanitation Code Violation,6.0,1176950.87001228,1859904.44997829,60621.0,GREATER GRAND CROSSING,16.0,170316903001
,,,,,,,,,,,,,,,,,6824 S MICHIGAN AVE,69.0,2017-03-09,2017-02-21,41.7705933226797,"(41.7705933226797, -87.62182791148706)",-87.62182791148706,3.0,Other,17-00988479,Completed,Sanitation Code Violation,6.0,1178339.88598782,1859797.79206886,60637.0,GREATER GRAND CROSSING,16.0,170316904004
,,,,,,,,,,,,,,,,,6945 S INDIANA AVE,69.0,2017-03-09,2017-02-22,41.76812894115727,"(41.768128941157265, -87.6201814665641)",-87.6201814665641,3.0,Dog feces in yard,17-01012147,Completed,Sanitation Code Violation,6.0,1178796.46442704,1858903.51010831,60637.0,GREATER GRAND CROSSING,15.0,170316904003
,,,,,,,,,,,,,,,,,6727 S PRAIRIE AVE,69.0,2017-02-28,2017-02-23,41.7724153732476,"(41.7724153732476, -87.61865861067626)",-87.61865861067626,3.0,Garbage in yard,17-01031330,Completed,Sanitation Code Violation,20.0,1179198.92001524,1860468.901809,60637.0,GREATER GRAND CROSSING,5.0,170316904001
,,,,,,,,,,,,,,,,,7358 S VERNON AVE,69.0,2017-03-03,2017-02-23,41.761011210020406,"(41.761011210020406, -87.61394389826258)",-87.61394389826258,3.0,Other,17-01048191,Completed,Sanitation Code Violation,6.0,1180519.76313257,1856324.03550566,60619.0,GREATER GRAND CROSSING,8.0,170316909005
,,,,,,,,,,,,,,,,,7358 S VERNON AVE,69.0,2017-03-13,2017-02-23,41.761011210020406,"(41.761011210020406, -87.61394389826258)",-87.61394389826258,3.0,Other,17-01048197,Completed,Sanitation Code Violation,6.0,1180519.76313257,1856324.03550566,60619.0,GREATER GRAND CROSSING,18.0,170316909005
,,,,,,,,,,,,,,,,,7750 S CALUMET AVE,69.0,2017-03-13,2017-02-26,41.75473376567561,"(41.75473376567561, -87.61662307223376)",-87.61662307223378,6.0,Overflowing carts,17-01091840,Completed,Sanitation Code Violation,6.0,1179807.86158651,1854030.48548224,60619.0,GREATER GRAND CROSSING,15.0,170316913002
,,,,,,,,,,,,,,,,,7100 S PRAIRIE AVE,69.0,2017-03-09,2017-02-27,41.7656449173109,"(41.765644917310894, -87.61847784770134)",-87.61847784770134,3.0,Garbage in yard,17-01112408,Completed,Sanitation Code Violation,6.0,1179268.73402374,1858002.20917017,60619.0,GREATER GRAND CROSSING,10.0,170316910001
,,,,,,,,,,,,,,,,,7611 S RHODES AVE,69.0,2017-03-13,2017-02-27,41.7564456476287,"(41.7564456476287, -87.6114185243468)",-87.61141852434679,6.0,Other,17-01100029,Completed,Sanitation Code Violation,6.0,1181222.72179493,1854666.15419199,60619.0,GREATER GRAND CROSSING,14.0,170316914004
,,,,,,,,,,,,,,,,,7109 S ST LAWRENCE AVE,69.0,2017-03-13,2017-03-01,41.765627889503385,"(41.765627889503385, -87.61042431346182)",-87.61042431346182,3.0,Construction Site Cleanliness/Fence,17-01155473,Completed,Sanitation Code Violation,6.0,1181465.87298168,1858014.36701147,60619.0,GREATER GRAND CROSSING,12.0,170316909004
,,,,,,,,,,,,,,,,,7124 S LAFAYETTE AVE,69.0,2017-03-13,2017-03-02,41.76462932233327,"(41.76462932233327, -87.6265214115069)",-87.6265214115069,7.0,Garbage in yard,17-01171668,Completed,Sanitation Code Violation,6.0,1177077.40870602,1857613.99988589,60621.0,GREATER GRAND CROSSING,11.0,170316911001
,,,,,,,,,,,,,,,,,7833 S ST LAWRENCE AVE,69.0,2017-03-17,2017-03-05,41.75241560059668,"(41.75241560059668, -87.61011319139826)",-87.61011319139826,6.0,Garbage in alley,17-01231265,Completed,Sanitation Code Violation,6.0,1181591.22573142,1853200.63060754,60619.0,GREATER GRAND CROSSING,12.0,170316914003
,,,,,,,,,,,,,,,,,7711 S PRAIRIE AVE,69.0,2017-03-17,2017-03-06,41.7545034427315,"(41.7545034427315, -87.61822989131767)",-87.61822989131767,6.0,Garbage in yard,17-01249215,Completed,Sanitation Code Violation,6.0,1179370.12821083,1853942.90942921,60619.0,GREATER GRAND CROSSING,11.0,170316913002
,,,,,,,,,,,,,,,,,7652 S EGGLESTON AVE,69.0,2017-03-21,2017-03-06,41.75527702693675,"(41.75527702693675, -87.63563153348032)",-87.63563153348032,6.0,Dumpster not being emptied,17-01251767,Completed,Sanitation Code Violation,17.0,1174619.67567633,1854185.81040817,60620.0,GREATER GRAND CROSSING,15.0,170316912001
,,,,,,,,,,,,,,,,,7059 S COTTAGE GROVE AVE,69.0,2017-03-08,2017-03-07,41.76656081385497,"(41.76656081385497, -87.60560903269209)",-87.60560903269209,3.0,Other,17-01264782,Completed,Sanitation Code Violation,5.0,1182776.65537804,1858365.39493051,60637.0,GREATER GRAND CROSSING,1.0,170314212002
,,,,,,,,,,,,,,,,,7337 S PRAIRIE AVE,69.0,2017-03-17,2017-03-07,41.7613172340099,"(41.7613172340099, -87.61837824022577)",-87.61837824022577,3.0,Garbage in alley,17-01272267,Completed,Sanitation Code Violation,6.0,1179309.01530568,1856425.46177939,60619.0,GREATER GRAND CROSSING,10.0,170316910002
,,,,,,,,,,,,,,,,,7300 S WOODLAWN AVE,69.0,2017-03-09,2017-03-08,41.76233616853956,"(41.762336168539555, -87.59575905051418)",-87.59575905051419,3.0,Other,17-01292697,Completed,Sanitation Code Violation,5.0,1185476.99471897,1856848.85567348,60619.0,GREATER GRAND CROSSING,1.0,170318418002
,,,,,,,,,,,,,,,,,7400 S GREENWOOD AVE,69.0,2017-03-09,2017-03-08,41.76053465047988,"(41.76053465047988, -87.59814153920894)",-87.59814153920895,3.0,Other,17-01292837,Completed,Sanitation Code Violation,5.0,1184832.6041861998,1856186.83233329,60619.0,GREATER GRAND CROSSING,1.0,170318418001
,,,,,,,,,,,,,,,,,6946 S CALUMET AVE,69.0,2017-03-20,2017-03-09,41.768204546070365,"(41.76820454607037, -87.61693501727184)",-87.61693501727184,3.0,Overflowing carts,17-01307962,Completed,Sanitation Code Violation,6.0,1179681.86538913,1858938.41987583,60637.0,GREATER GRAND CROSSING,11.0,170316904002
,,,,,,,,,,,,,,,,,6944 S CALUMET AVE,69.0,2017-03-20,2017-03-09,41.76823117074104,"(41.76823117074104, -87.6169358207599)",-87.6169358207599,3.0,Other,17-01310853,Completed,Sanitation Code Violation,6.0,1179681.56538913,1858948.11987583,60637.0,GREATER GRAND CROSSING,11.0,170316904002
,,,,,,,,,,,,,,,,,7415 S LANGLEY AVE,69.0,2017-03-20,2017-03-10,41.76008583589404,"(41.76008583589404, -87.60787867826696)",-87.60787867826694,3.0,Other,17-01328898,Completed,Sanitation Code Violation,6.0,1182177.38032522,1856000.73362839,60619.0,GREATER GRAND CROSSING,10.0,170316909002
,,,,,,,,,,,,,,,,,7106 S LAFAYETTE AVE,69.0,2017-03-17,2017-03-11,41.765238867693526,"(41.76523886769352, -87.62654250194967)",-87.62654250194967,7.0,Other,17-01344975,Completed,Sanitation Code Violation,6.0,1177069.82981707,1857836.06608022,60621.0,GREATER GRAND CROSSING,6.0,170316911001
,,,,,,,,,,,,,,,,,6942 S CALUMET AVE,69.0,2017-03-20,2017-03-17,41.76825779312596,"(41.76825779312596, -87.61693625770388)",-87.61693625770387,3.0,Other,17-01445296,Completed,Sanitation Code Violation,6.0,1179681.36538913,1858957.81987583,60637.0,GREATER GRAND CROSSING,3.0,170316904002
,,,,,,,,,,,,,,,,,7844 S ST LAWRENCE AVE,69.0,2017-03-21,2017-03-17,41.752213039290936,"(41.752213039290936, -87.61010813567154)",-87.61010813567154,6.0,Garbage in yard,17-01457096,Completed,Sanitation Code Violation,6.0,1181593.22573142,1853126.83060754,60619.0,GREATER GRAND CROSSING,4.0,170316914003
,,,,,,,,,,,,,,,,,7825 S MICHIGAN AVE,69.0,2017-03-24,2017-03-20,41.752368584179116,"(41.752368584179116, -87.62141447050925)",-87.62141447050924,6.0,Garbage in yard,17-01540685,Completed,Sanitation Code Violation,6.0,1178507.62927305,1853157.77892707,60619.0,GREATER GRAND CROSSING,4.0,170316913002
,,,,,,,,,,,,,,,,,7810 S LANGLEY AVE,69.0,2017-03-29,2017-03-21,41.75288242086481,"(41.752882420864815, -87.60769883674672)",-87.6076988367467,6.0,Garbage in alley,17-01553405,Completed,Sanitation Code Violation,6.0,1182248.58718405,1853376.2829913,60619.0,GREATER GRAND CROSSING,8.0,170316914002
,,,,,,,,,,,,,,,,,305 E 77TH ST,69.0,2017-03-29,2017-03-21,41.75470916709108,"(41.75470916709108, -87.61803776436233)",-87.61803776436234,6.0,Dumpster not being emptied,17-01555129,Completed,Sanitation Code Violation,6.0,1179421.92821083,1854018.30942921,60619.0,GREATER GRAND CROSSING,8.0,170316913001
,,,,,,,,,,,,,,,,,7601 S STATE ST,69.0,2017-03-31,2017-03-22,41.75640339295883,"(41.75640339295883, -87.62472332519457)",-87.62472332519457,6.0,Other,17-01591167,Completed,Sanitation Code Violation,6.0,1177592.64417274,1854620.57492551,60619.0,GREATER GRAND CROSSING,9.0,170316912002
,,,,,,,,,,,,,,,,,7701 S STEWART AVE,69.0,,2017-03-22,41.75439432886267,"(41.75439432886267, -87.63439251248465)",-87.63439251248467,6.0,Other,17-01577863,Open,Sanitation Code Violation,17.0,1174960.36068274,1853866.90701596,60620.0,GREATER GRAND CROSSING,,170316912003
,,,,,,,,,,,,,,,,,7011 S KIMBARK AVE,69.0,2017-03-27,2017-03-23,41.767611842628654,"(41.76761184262865, -87.5940579623822)",-87.59405796238221,3.0,Garbage in yard,17-01607401,Completed,Sanitation Code Violation,5.0,1185924.57046827,1858775.25487993,60637.0,GREATER GRAND CROSSING,4.0,170318418002
,,,,,,,,,,,,,,,,,7419 S EVANS AVE,69.0,2017-03-31,2017-03-23,41.76003295401997,"(41.76003295401997, -87.60666475705216)",-87.60666475705216,3.0,Other,17-01607777,Completed,Sanitation Code Violation,6.0,1182508.74192188,1855984.25931257,60619.0,GREATER GRAND CROSSING,8.0,170316909002
,,,,,,,,,,,,,,,,,7600 S STATE ST,69.0,2017-03-31,2017-03-23,41.756437424503076,"(41.75643742450308, -87.62472368384338)",-87.62472368384338,6.0,Garbage in yard,17-01614649,Completed,Sanitation Code Violation,6.0,1177592.44417274,1854632.97492551,60619.0,GREATER GRAND CROSSING,8.0,170316913001
,,,,,,,,,,,,,,,,,7745 S DR MARTIN LUTHER KING JR DR,69.0,2017-03-30,2017-03-26,41.75393587979213,"(41.753935879792124, -87.61502130855698)",-87.61502130855698,6.0,Garbage in alley,17-01683778,Completed,Sanitation Code Violation,6.0,1180247.34066925,1853743.38767955,60619.0,GREATER GRAND CROSSING,4.0,170316913002
,,,,,,,,,,,,,,,,,7038 S CALUMET AVE,69.0,,2017-03-26,41.76646962160382,"(41.76646962160382, -87.61688965038687)",-87.61688965038687,3.0,Other,17-01701490,Open,Sanitation Code Violation,6.0,1179699.50739159,1858306.32989429,60637.0,GREATER GRAND CROSSING,,170316904002
,,,,,,,,,,,,,,,,,7332 S ST LAWRENCE AVE,69.0,2017-03-30,2017-03-27,41.76155644703144,"(41.76155644703144, -87.61032975522016)",-87.61032975522016,3.0,Garbage in alley,17-01717184,Completed,Sanitation Code Violation,6.0,1181504.13957277,1856530.98237071,60619.0,GREATER GRAND CROSSING,3.0,170316909003
