ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET NUMBER,ADDRESS STREET SUFFIX,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",CURRENT ACTIVITY,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS BUILDING OPEN OR BOARDED?,IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS THE BUILDING VACANT DUE TO FIRE?,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,SSA,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,address,community_area,complete_date,create_date,lat,loc,long,police_district,sanitation_violation,srn,status,type_service,ward,x_coord,y_coord,zip,community,time_to_complete,FIPS
,,,,,,,,,,,,,,,,,4028 N MOZART ST,16.0,2017-02-14,2017-02-13,41.95448021145578,"(41.95448021145578, -87.69948004089855)",-87.69948004089855,17.0,Overflowing carts,17-00809279,Completed,Sanitation Code Violation,33.0,1156662.51810826,1926640.04840253,60618.0,IRVING PARK,1.0,170311606021
,,,,,,,,,,,,,,,,,4032 N MOZART ST,16.0,2017-02-14,2017-02-13,41.95455321973826,"(41.95455321973826, -87.69948225857972)",-87.6994822585797,17.0,Overflowing carts,17-00809329,Completed,Sanitation Code Violation,33.0,1156661.71810826,1926666.64840253,60618.0,IRVING PARK,1.0,170311606021
,,,,,,,,,,,,,,,,,3507 N KEDVALE AVE,16.0,2017-02-15,2017-02-13,41.94501713179426,"(41.94501713179426, -87.73124031116896)",-87.73124031116896,17.0,Dog feces in yard,17-00807302,Completed,Sanitation Code Violation,30.0,1148047.69241862,1923129.380091,60641.0,IRVING PARK,2.0,170311613001
,,,,,,,,,,,,,,,,,4045 N FRANCISCO AVE,16.0,2017-02-16,2017-02-13,41.954785649744686,"(41.95478564974469, -87.70070933486332)",-87.70070933486332,17.0,Overflowing carts,17-00809108,Completed,Sanitation Code Violation,33.0,1156327.31847383,1926748.88038951,60618.0,IRVING PARK,3.0,170311606021
,,,,,,,,,,,,,,,,,2851 W BELLE PLAINE AVE,16.0,2017-02-16,2017-02-13,41.95577804643296,"(41.95577804643295, -87.69989256401949)",-87.69989256401949,17.0,Overflowing carts,17-00809156,Completed,Sanitation Code Violation,33.0,1156546.81273247,1927112.15418231,60618.0,IRVING PARK,3.0,170311606023
,,,,,,,,,,,,,,,,,3900 N ELSTON AVE,16.0,2017-02-15,2017-02-14,41.951900524801815,"(41.951900524801815, -87.71653529538409)",-87.7165352953841,17.0,Garbage in alley,17-00821255,Completed,Sanitation Code Violation,35.0,1152030.11578724,1925666.15176577,60618.0,IRVING PARK,1.0,170311608004
,,,,,,,,,,,,,,,,,4048 N MOZART ST,16.0,2017-02-16,2017-02-14,41.9548460781068,"(41.9548460781068, -87.69949148880588)",-87.69949148880586,17.0,Other,17-00822615,Completed - Dup,Sanitation Code Violation,33.0,1156658.41810826,1926773.34840253,60618.0,IRVING PARK,2.0,170311606021
,,,,,,,,,,,,,,,,,4048 N MOZART ST,16.0,2017-02-16,2017-02-14,41.9548460781068,"(41.9548460781068, -87.69949148880588)",-87.69949148880586,17.0,Other,17-00822547,Completed,Sanitation Code Violation,33.0,1156658.41810826,1926773.34840253,60618.0,IRVING PARK,2.0,170311606021
,,,,,,,,,,,,,,,,,4045 N FRANCISCO AVE,16.0,2017-02-16,2017-02-15,41.954785649744686,"(41.95478564974469, -87.70070933486332)",-87.70070933486332,17.0,Garbage in alley,17-00840796,Completed - Dup,Sanitation Code Violation,33.0,1156327.31847383,1926748.88038951,60618.0,IRVING PARK,1.0,170311606021
,,,,,,,,,,,,,,,,,4546 N KENTON AVE,16.0,2017-02-20,2017-02-17,41.963452673775954,"(41.963452673775954, -87.7426935053029)",-87.74269350530291,17.0,Other,17-00895245,Completed,Sanitation Code Violation,39.0,1144885.57171488,1929825.66853175,60630.0,IRVING PARK,3.0,170311601002
,,,,,,,,,,,,,,,,,3332 W CUYLER AVE,16.0,2017-02-21,2017-02-17,41.95483346880373,"(41.95483346880373, -87.71128405405864)",-87.71128405405865,17.0,Construction Site Cleanliness/Fence,17-00901932,Completed,Sanitation Code Violation,33.0,1153450.79602192,1926745.24989561,60618.0,IRVING PARK,4.0,170311605022
,,,,,,,,,,,,,,,,,4556 N KOSTNER AVE,16.0,2017-02-20,2017-02-18,41.96368345292942,"(41.96368345292942, -87.73852127798953)",-87.73852127798953,17.0,Garbage in yard,17-00914002,Completed,Sanitation Code Violation,39.0,1146019.70772451,1929917.614728,60630.0,IRVING PARK,2.0,170311602002
,,,,,,,,,,,,,,,,,4558 N KOSTNER AVE,16.0,2017-02-20,2017-02-18,41.96372023118836,"(41.96372023118836, -87.73852240666305)",-87.73852240666305,17.0,Garbage in yard,17-00914003,Completed,Sanitation Code Violation,39.0,1146019.30772451,1929931.014728,60630.0,IRVING PARK,2.0,170311602002
,,,,,,,,,,,,,,,,,3618 N KEDZIE AVE,16.0,2017-02-21,2017-02-18,41.94696221117312,"(41.946962211173116, -87.70783081148666)",-87.70783081148666,17.0,Garbage in alley,17-00912059,Completed,Sanitation Code Violation,33.0,1154411.03460899,1923883.77656815,60618.0,IRVING PARK,3.0,170311607004
,,,,,,,,,,,,,,,,,2851 W BELLE PLAINE AVE,16.0,2017-02-22,2017-02-18,41.95577804643296,"(41.95577804643295, -87.69989256401949)",-87.69989256401949,17.0,Overflowing carts,17-00918466,Completed,Sanitation Code Violation,33.0,1156546.81273247,1927112.15418231,60618.0,IRVING PARK,4.0,170311606023
,,,,,,,,,,,,,,,,,4048 N MOZART ST,16.0,2017-02-22,2017-02-19,41.9548460781068,"(41.9548460781068, -87.69949148880588)",-87.69949148880586,17.0,Other,17-00934254,Completed,Sanitation Code Violation,33.0,1156658.41810826,1926773.34840253,60618.0,IRVING PARK,3.0,170311606021
,,,,,,,,,,,,,,,,,4336 N SPAULDING AVE,16.0,2017-02-22,2017-02-20,41.960331753461546,"(41.960331753461546, -87.71066828111108)",-87.71066828111107,17.0,Dumpster not being emptied,17-00958482,Completed,Sanitation Code Violation,33.0,1153603.7319792,1928750.06012628,60618.0,IRVING PARK,2.0,170311605011
,,,,,,,,,,,,,,,,,4342 N SAWYER AVE,16.0,2017-02-22,2017-02-21,41.96012585704843,"(41.96012585704844, -87.70943812670822)",-87.70943812670822,17.0,Garbage in alley,17-00982692,Completed,Sanitation Code Violation,33.0,1153938.85962813,1928677.4643683,60618.0,IRVING PARK,1.0,170311605011
,,,,,,,,,,,,,,,,,4009 N ELSTON AVE,16.0,2017-02-24,2017-02-21,41.9538751635352,"(41.953875163535194, -87.71930837680536)",-87.71930837680536,17.0,Garbage in yard,17-00978235,Completed,Sanitation Code Violation,45.0,1151270.62941382,1926380.29960274,60618.0,IRVING PARK,3.0,170311604002
,,,,,,,,,,,,,,,,,4342 N SPAULDING AVE,16.0,2017-02-23,2017-02-22,41.96041052208357,"(41.96041052208357, -87.71067008793463)",-87.71067008793463,17.0,Garbage in alley,17-01010601,Completed,Sanitation Code Violation,33.0,1153603.0319792,1928778.76012628,60618.0,IRVING PARK,1.0,170311605011
,,,,,,,,,,,,,,,,,3548 W IRVING PARK RD,16.0,2017-02-27,2017-02-22,41.953799438717326,"(41.95379943871732, -87.71690776668738)",-87.71690776668737,17.0,Garbage in alley,17-01004843,Completed,Sanitation Code Violation,35.0,1151923.81940287,1926357.39292172,60618.0,IRVING PARK,5.0,170311608004
,,,,,,,,,,,,,,,,,3521 W GRACE ST,16.0,2017-02-27,2017-02-23,41.95016893835757,"(41.950168938357564, -87.71614938461357)",-87.71614938461357,17.0,Dog feces in yard,17-01032691,Completed,Sanitation Code Violation,35.0,1152139.63481726,1925035.91221388,60618.0,IRVING PARK,4.0,170311608004
,,,,,,,,,,,,,,,,,4721 N ELSTON AVE,16.0,2017-02-24,2017-02-24,41.96671390085253,"(41.96671390085253, -87.73810713486326)",-87.73810713486326,17.0,Other,17-01059301,Completed,Sanitation Code Violation,39.0,1146124.67020423,1931022.70339956,60630.0,IRVING PARK,0.0,170311601001
,,,,,,,,,,,,,,,,,4151 N KENNETH AVE,16.0,2017-02-27,2017-02-24,41.95630094129359,"(41.956300941293584, -87.73938418784888)",-87.73938418784887,17.0,Overflowing carts,17-01058079,Completed,Sanitation Code Violation,45.0,1145803.66987831,1927225.77451725,60641.0,IRVING PARK,3.0,170311602004
,,,,,,,,,,,,,,,,,4309 N KEELER AVE,16.0,2017-02-27,2017-02-25,41.95923535408794,"(41.95923535408794, -87.73264588980035)",-87.73264588980034,17.0,Other,17-01072354,Completed,Sanitation Code Violation,39.0,1147628.99301898,1928307.85921602,60641.0,IRVING PARK,2.0,170311603003
,,,,,,,,,,,,,,,,,4313 N KEELER AVE,16.0,2017-02-27,2017-02-25,41.95930891650375,"(41.95930891650375, -87.73264924322986)",-87.73264924322987,17.0,Overflowing carts,17-01072586,Completed,Sanitation Code Violation,39.0,1147627.89301898,1928334.65921602,60641.0,IRVING PARK,2.0,170311603003
,,,,,,,,,,,,,,,,,2851 W BELLE PLAINE AVE,16.0,2017-03-01,2017-02-26,41.95577804643296,"(41.95577804643295, -87.69989256401949)",-87.69989256401949,17.0,Overflowing carts,17-01092088,Completed,Sanitation Code Violation,33.0,1156546.81273247,1927112.15418231,60618.0,IRVING PARK,3.0,170311606023
,,,,,,,,,,,,,,,,,4028 N MOZART ST,16.0,2017-03-01,2017-02-26,41.95448021145578,"(41.95448021145578, -87.69948004089855)",-87.69948004089855,17.0,Overflowing carts,17-01093315,Completed,Sanitation Code Violation,33.0,1156662.51810826,1926640.04840253,60618.0,IRVING PARK,3.0,170311606021
,,,,,,,,,,,,,,,,,4048 N MOZART ST,16.0,2017-03-01,2017-02-26,41.9548460781068,"(41.9548460781068, -87.69949148880588)",-87.69949148880586,17.0,Overflowing carts,17-01093321,Completed,Sanitation Code Violation,33.0,1156658.41810826,1926773.34840253,60618.0,IRVING PARK,3.0,170311606021
,,,,,,,,,,,,,,,,,4032 N MOZART ST,16.0,2017-03-01,2017-02-26,41.95455321973826,"(41.95455321973826, -87.69948225857972)",-87.6994822585797,17.0,Garbage in yard,17-01097275,Completed,Sanitation Code Violation,33.0,1156661.71810826,1926666.64840253,60618.0,IRVING PARK,3.0,170311606021
,,,,,,,,,,,,,,,,,4218 N ELSTON AVE,16.0,2017-03-01,2017-02-28,41.957698520543204,"(41.957698520543204, -87.72500271184185)",-87.72500271184185,17.0,Other,17-01122234,Completed,Sanitation Code Violation,39.0,1149711.81972868,1927762.4970317,60618.0,IRVING PARK,1.0,170311604003
,,,,,,,,,,,,,,,,,4322 N SAWYER AVE,16.0,2017-03-03,2017-02-28,41.95975806849082,"(41.95975806849082, -87.7094262724057)",-87.70942627240571,17.0,Garbage in alley,17-01130627,Completed - Dup,Sanitation Code Violation,33.0,1153943.05962813,1928543.4643683,60618.0,IRVING PARK,3.0,170311605011
,,,,,,,,,,,,,,,,,4322 N SAWYER AVE,16.0,2017-03-03,2017-02-28,41.95975806849082,"(41.95975806849082, -87.7094262724057)",-87.70942627240571,17.0,Garbage in alley,17-01130546,Completed,Sanitation Code Violation,33.0,1153943.05962813,1928543.4643683,60618.0,IRVING PARK,3.0,170311605011
,,,,,,,,,,,,,,,,,4111 N LAWNDALE AVE,16.0,2017-03-02,2017-03-01,41.95577744574008,"(41.95577744574008, -87.72032190709302)",-87.72032190709301,17.0,Standing water,17-01160215,Completed,Sanitation Code Violation,35.0,1150989.97989823,1927071.52368972,60618.0,IRVING PARK,1.0,170311604001
,,,,,,,,,,,,,,,,,3843 N ST LOUIS AVE,16.0,2017-03-03,2017-03-02,41.95123447862585,"(41.951234478625864, -87.7152895948526)",-87.7152895948526,17.0,Garbage in yard,17-01173632,Completed,Sanitation Code Violation,35.0,1152370.72032898,1925425.88366933,60618.0,IRVING PARK,1.0,170311608004
,,,,,,,,,,,,,,,,,4358 N FRANCISCO AVE,16.0,2017-03-09,2017-03-02,41.96047371809371,"(41.96047371809371, -87.7008865759297)",-87.7008865759297,17.0,Garbage in alley,17-01169019,Completed,Sanitation Code Violation,33.0,1156263.81018815,1928821.27667964,60618.0,IRVING PARK,7.0,170311606013
,,,,,,,,,,,,,,,,,2833 W BELLE PLAINE AVE,16.0,2017-03-09,2017-03-02,41.95577958438198,"(41.95577958438198, -87.69957453718233)",-87.69957453718233,17.0,Other,17-01170799,Completed,Sanitation Code Violation,33.0,1156633.31273247,1927113.35418231,60618.0,IRVING PARK,7.0,170311606023
,,,,,,,,,,,,,,,,,4340 N FRANCISCO AVE,16.0,2017-03-09,2017-03-04,41.960140118186274,"(41.96014011818627, -87.7008760985391)",-87.70087609853908,17.0,Overflowing carts,17-01213545,Completed,Sanitation Code Violation,33.0,1156267.55710283,1928699.7326755,60618.0,IRVING PARK,5.0,170311606013
,,,,,,,,,,,,,,,,,4314 N CENTRAL PARK AVE,16.0,2017-03-07,2017-03-05,41.959507160642794,"(41.95950716064279, -87.71798850027297)",-87.71798850027297,17.0,Garbage in yard,17-01225126,Completed,Sanitation Code Violation,35.0,1151614.91306673,1928435.19318617,60618.0,IRVING PARK,2.0,170311604001
,,,,,,,,,,,,,,,,,4313 N MONTICELLO AVE,16.0,2017-03-07,2017-03-05,41.9594740199589,"(41.95947401995891, -87.71920941522427)",-87.71920941522427,17.0,Garbage in yard,17-01225201,Completed,Sanitation Code Violation,35.0,1151282.92699698,1928420.73437065,60618.0,IRVING PARK,2.0,170311604001
,,,,,,,,,,,,,,,,,4045 N KEDVALE AVE,16.0,2017-03-07,2017-03-06,41.95494198036389,"(41.95494198036389, -87.73093170869413)",-87.73093170869413,17.0,Other,17-01255680,Completed,Sanitation Code Violation,39.0,1148106.22723085,1926746.61273396,60641.0,IRVING PARK,1.0,170311603002
,,,,,,,,,,,,,,,,,4113 N KEELER AVE,16.0,2017-03-07,2017-03-06,41.95565694997061,"(41.95565694997061, -87.73253378794324)",-87.73253378794323,17.0,Other,17-01255684,Completed,Sanitation Code Violation,39.0,1147668.62547576,1927004.09079044,60641.0,IRVING PARK,1.0,170311603002
,,,,,,,,,,,,,,,,,4032 N MOZART ST,16.0,2017-03-09,2017-03-06,41.95455321973826,"(41.95455321973826, -87.69948225857972)",-87.6994822585797,17.0,Other,17-01247488,Completed - Dup,Sanitation Code Violation,33.0,1156661.71810826,1926666.64840253,60618.0,IRVING PARK,3.0,170311606021
,,,,,,,,,,,,,,,,,4028 N MOZART ST,16.0,2017-03-09,2017-03-06,41.95448021145578,"(41.95448021145578, -87.69948004089855)",-87.69948004089855,17.0,Other,17-01247407,Completed,Sanitation Code Violation,33.0,1156662.51810826,1926640.04840253,60618.0,IRVING PARK,3.0,170311606021
,,,,,,,,,,,,,,,,,4030 N MOZART ST,16.0,2017-03-09,2017-03-06,41.95451671559714,"(41.95451671559714, -87.69948114973865)",-87.69948114973866,17.0,Other,17-01247486,Completed,Sanitation Code Violation,33.0,1156662.11810826,1926653.34840253,60618.0,IRVING PARK,3.0,170311606021
,,,,,,,,,,,,,,,,,4032 N MOZART ST,16.0,2017-03-09,2017-03-06,41.95455321973826,"(41.95455321973826, -87.69948225857972)",-87.6994822585797,17.0,Other,17-01247487,Completed,Sanitation Code Violation,33.0,1156661.71810826,1926666.64840253,60618.0,IRVING PARK,3.0,170311606021
,,,,,,,,,,,,,,,,,4113 N KEELER AVE,16.0,2017-03-07,2017-03-07,41.95565694997061,"(41.95565694997061, -87.73253378794324)",-87.73253378794323,17.0,Other,17-01270616,Completed,Sanitation Code Violation,39.0,1147668.62547576,1927004.09079044,60641.0,IRVING PARK,0.0,170311603002
,,,,,,,,,,,,,,,,,4048 N MOZART ST,16.0,2017-03-09,2017-03-07,41.9548460781068,"(41.9548460781068, -87.69949148880588)",-87.69949148880586,17.0,Overflowing carts,17-01265290,Completed,Sanitation Code Violation,33.0,1156658.41810826,1926773.34840253,60618.0,IRVING PARK,2.0,170311606021
,,,,,,,,,,,,,,,,,3420 W GRACE ST,16.0,2017-03-09,2017-03-07,41.95020404530221,"(41.9502040453022, -87.7136484784506)",-87.71364847845058,17.0,Dumpster not being emptied,17-01270566,Completed,Sanitation Code Violation,35.0,1152819.85487875,1925053.61422577,60618.0,IRVING PARK,2.0,170311608003
,,,,,,,,,,,,,,,,,4048 N MOZART ST,16.0,2017-03-09,2017-03-08,41.9548460781068,"(41.9548460781068, -87.69949148880588)",-87.69949148880586,17.0,Garbage in yard,17-01295830,Completed - Dup,Sanitation Code Violation,33.0,1156658.41810826,1926773.34840253,60618.0,IRVING PARK,1.0,170311606021
,,,,,,,,,,,,,,,,,4246 N MONTICELLO AVE,16.0,2017-03-09,2017-03-08,41.958266148426034,"(41.958266148426034, -87.71917326375929)",-87.71917326375929,17.0,Other,17-01296050,Completed,Sanitation Code Violation,35.0,1151295.91431224,1927980.65227313,60618.0,IRVING PARK,1.0,170311604001
,,,,,,,,,,,,,,,,,4048 N MOZART ST,16.0,2017-03-10,2017-03-09,41.9548460781068,"(41.9548460781068, -87.69949148880588)",-87.69949148880586,17.0,Other,17-01317708,Completed - Dup,Sanitation Code Violation,33.0,1156658.41810826,1926773.34840253,60618.0,IRVING PARK,1.0,170311606021
,,,,,,,,,,,,,,,,,4048 N MOZART ST,16.0,2017-03-10,2017-03-09,41.9548460781068,"(41.9548460781068, -87.69949148880588)",-87.69949148880586,17.0,Other,17-01317707,Completed,Sanitation Code Violation,33.0,1156658.41810826,1926773.34840253,60618.0,IRVING PARK,1.0,170311606021
,,,,,,,,,,,,,,,,,4401 W LAWRENCE AVE,16.0,2017-03-10,2017-03-10,41.968133608940526,"(41.96813360894053, -87.73794604957178)",-87.73794604957178,17.0,Other,17-01328417,Completed,Sanitation Code Violation,39.0,1146164.88320366,1931540.35489532,60630.0,IRVING PARK,0.0,170311404004
,,,,,,,,,,,,,,,,,4200 W BELMONT AVE,16.0,2017-03-13,2017-03-11,41.93902944887414,"(41.93902944887414, -87.7321235571779)",-87.7321235571779,17.0,Overflowing carts,17-01344284,Completed,Sanitation Code Violation,30.0,1147822.71007927,1920945.76802112,60641.0,IRVING PARK,2.0,170312104001
,,,,,,,,,,,,,,,,,4146 N SACRAMENTO AVE,16.0,2017-03-17,2017-03-15,41.956607684998545,"(41.956607684998545, -87.70321176717816)",-87.70321176717816,17.0,Other,17-01416763,Completed,Sanitation Code Violation,33.0,1155641.75772508,1927407.82140247,60618.0,IRVING PARK,2.0,170311606023
,,,,,,,,,,,,,,,,,4008 N CENTRAL PARK AVE,16.0,2017-03-17,2017-03-15,41.95393357068467,"(41.95393357068467, -87.71781776994598)",-87.71781776994598,17.0,Dumpster not being emptied,17-01420902,Completed,Sanitation Code Violation,45.0,1151675.93748121,1926404.49191427,60618.0,IRVING PARK,2.0,170311604001
,,,,,,,,,,,,,,,,,4126 N KEYSTONE AVE,16.0,2017-03-16,2017-03-16,41.95593777197234,"(41.95593777197234, -87.72928348578678)",-87.72928348578678,17.0,Other,17-01427535,Completed,Sanitation Code Violation,39.0,1148551.99610661,1927112.63807959,60641.0,IRVING PARK,0.0,170311603001
,,,,,,,,,,,,,,,,,4344 N AVERS AVE,16.0,2017-03-20,2017-03-19,41.95998101747029,"(41.95998101747029, -87.72412865757666)",-87.72412865757666,17.0,Garbage in yard,17-01491712,Completed,Sanitation Code Violation,39.0,1149943.6444702,1928595.93560353,60618.0,IRVING PARK,1.0,170311604003
,,,,,,,,,,,,,,,,,4170 W BERTEAU AVE,16.0,2017-03-20,2017-03-19,41.95726287340858,"(41.957262873408574, -87.73095560085508)",-87.73095560085508,17.0,Other,17-01509199,Completed,Sanitation Code Violation,39.0,1148093.78357076,1927592.30790856,60641.0,IRVING PARK,1.0,170311603001
,,,,,,,,,,,,,,,,,4048 N MOZART ST,16.0,2017-03-21,2017-03-19,41.9548460781068,"(41.9548460781068, -87.69949148880588)",-87.69949148880586,17.0,Other,17-01491664,Completed - Dup,Sanitation Code Violation,33.0,1156658.41810826,1926773.34840253,60618.0,IRVING PARK,2.0,170311606021
,,,,,,,,,,,,,,,,,4048 N MOZART ST,16.0,2017-03-21,2017-03-19,41.9548460781068,"(41.9548460781068, -87.69949148880588)",-87.69949148880586,17.0,Other,17-01491663,Completed,Sanitation Code Violation,33.0,1156658.41810826,1926773.34840253,60618.0,IRVING PARK,2.0,170311606021
,,,,,,,,,,,,,,,,,3313 N KARLOV AVE,16.0,2017-03-21,2017-03-19,41.94126930512129,"(41.94126930512129, -87.72970725822505)",-87.72970725822503,17.0,Other,17-01495174,Completed,Sanitation Code Violation,30.0,1148474.37409783,1921766.59640423,60641.0,IRVING PARK,2.0,170311613003
,,,,,,,,,,,,,,,,,4000 W BELLE PLAINE AVE,16.0,2017-03-20,2017-03-20,41.95547651396276,"(41.95547651396276, -87.72766871940658)",-87.72766871940658,17.0,Dumpster not being emptied,17-01522983,Completed,Sanitation Code Violation,39.0,1148992.40342451,1926947.65422732,60641.0,IRVING PARK,0.0,170311604002
,,,,,,,,,,,,,,,,,4032 N MOZART ST,16.0,2017-03-21,2017-03-20,41.95455321973826,"(41.95455321973826, -87.69948225857972)",-87.6994822585797,17.0,Other,17-01536528,Completed,Sanitation Code Violation,33.0,1156661.71810826,1926666.64840253,60618.0,IRVING PARK,1.0,170311606021
,,,,,,,,,,,,,,,,,3700 N RICHMOND ST,16.0,2017-03-22,2017-03-20,41.94848926264368,"(41.94848926264369, -87.70175497479659)",-87.7017549747966,17.0,Dog feces in yard,17-01528118,Completed,Sanitation Code Violation,33.0,1156059.8055032,1924452.35933432,60618.0,IRVING PARK,2.0,170311607003
,,,,,,,,,,,,,,,,,3420 W GRACE ST,16.0,2017-03-23,2017-03-20,41.95020404530221,"(41.9502040453022, -87.7136484784506)",-87.71364847845058,17.0,Dumpster not being emptied,17-01530783,Completed,Sanitation Code Violation,35.0,1152819.85487875,1925053.61422577,60618.0,IRVING PARK,3.0,170311608003
,,,,,,,,,,,,,,,,,4418 W MONTROSE AVE,16.0,2017-03-24,2017-03-22,41.96082863854796,"(41.96082863854796, -87.73842512102807)",-87.73842512102806,17.0,Garbage in alley,17-01577078,Completed,Sanitation Code Violation,39.0,1146053.08206793,1928877.49183097,60641.0,IRVING PARK,2.0,170311602004
,,,,,,,,,,,,,,,,,4048 N MOZART ST,16.0,2017-03-28,2017-03-24,41.9548460781068,"(41.9548460781068, -87.69949148880588)",-87.69949148880586,17.0,Other,17-01626169,Completed,Sanitation Code Violation,33.0,1156658.41810826,1926773.34840253,60618.0,IRVING PARK,4.0,170311606021
,,,,,,,,,,,,,,,,,4048 N MOZART ST,16.0,2017-03-28,2017-03-25,41.9548460781068,"(41.9548460781068, -87.69949148880588)",-87.69949148880586,17.0,Overflowing carts,17-01651641,Completed - Dup,Sanitation Code Violation,33.0,1156658.41810826,1926773.34840253,60618.0,IRVING PARK,3.0,170311606021
,,,,,,,,,,,,,,,,,4048 N MOZART ST,16.0,2017-03-28,2017-03-27,41.9548460781068,"(41.9548460781068, -87.69949148880588)",-87.69949148880586,17.0,Other,17-01710994,Completed - Dup,Sanitation Code Violation,33.0,1156658.41810826,1926773.34840253,60618.0,IRVING PARK,1.0,170311606021
